0 0.000000 0.562500 0.689655 0.000000 0.888889 0.586207 0.352941 0.647059 0.000000 
0 0.000000 0.312500 0.827586 0.000000 0.814815 0.620690 0.000000 0.875000 0.681818 
0 0.000000 0.062500 0.965517 0.000000 0.814815 0.620690 0.000000 0.625000 0.772727 
0 0.555556 0.444444 0.000000 0.500000 0.500000 0.000000 0.352941 0.647059 0.000000 
0 0.000000 0.062500 0.965517 0.500000 0.500000 0.000000 0.588235 0.411765 0.000000 
0 0.000000 0.000000 1.000000 0.000000 0.888889 0.586207 0.447059 0.552941 0.000000 
0 0.000000 0.062500 0.965517 0.136364 0.863636 0.000000 1.000000 0.000000 0.000000 
0 0.000000 0.312500 0.827586 0.000000 0.518519 0.758621 0.588235 0.411765 0.000000 
0 0.000000 0.312500 0.827586 0.227273 0.772727 0.000000 0.588235 0.411765 0.000000 
0 0.000000 0.000000 1.000000 0.318182 0.681818 0.000000 0.588235 0.411765 0.000000 
0 0.000000 0.062500 0.965517 0.000000 0.814815 0.620690 0.588235 0.411765 0.000000 
0 0.000000 0.000000 1.000000 0.318182 0.681818 0.000000 0.588235 0.411765 0.000000 
0 0.000000 0.000000 1.000000 0.136364 0.863636 0.000000 0.588235 0.411765 0.000000 
0 0.000000 0.562500 0.689655 0.000000 0.962963 0.551724 0.588235 0.411765 0.000000 
0 0.000000 0.062500 0.965517 0.500000 0.500000 0.000000 0.588235 0.411765 0.000000 
1 0.000000 0.312500 0.827586 0.500000 0.500000 0.000000 0.352941 0.647059 0.000000 
1 0.000000 0.062500 0.965517 0.500000 0.500000 0.000000 0.000000 0.875000 0.681818 
1 0.000000 0.000000 1.000000 0.590909 0.409091 0.000000 0.117647 0.882353 0.000000 
1 0.000000 0.062500 0.965517 0.681818 0.318182 0.000000 0.117647 0.882353 0.000000 
1 0.000000 0.062500 0.965517 0.500000 0.500000 0.000000 0.000000 1.000000 0.636364 
1 0.000000 0.312500 0.827586 0.500000 0.500000 0.000000 0.117647 0.882353 0.000000 
1 0.000000 0.062500 0.965517 0.500000 0.500000 0.000000 0.117647 0.882353 0.000000 
