
2 0.605114 0.453215 0.824306 0.576606 0.723800 0.519218 
2 0.634560 0.469714 0.769716 0.590242 0.782208 0.534615 
2 0.626853 0.467928 0.854024 0.590672 0.758331 0.533116 
2 0.640097 0.470157 0.761495 0.591538 0.781561 0.534924 
2 0.636851 0.475049 0.827507 0.597799 0.762988 0.539609 
2 0.644991 0.483657 0.770275 0.601813 0.797078 0.547456 
2 0.576698 0.434791 0.760992 0.555433 0.688650 0.501610 
2 0.574701 0.435260 0.750164 0.553583 0.688156 0.502041 
2 0.574701 0.435260 0.750164 0.553583 0.688156 0.502041 
2 0.588147 0.446870 0.783268 0.565408 0.707197 0.513168 
2 0.590644 0.456874 0.793573 0.573963 0.703357 0.522378 
3 0.672378 0.626357 0.656678 0.778080 0.694720 0.712544 
3 0.725387 0.684869 0.629357 0.771601 0.716438 0.827723 
3 0.687167 0.642326 0.651651 0.831542 0.700890 0.750272 
3 0.689621 0.633890 0.628117 0.859796 0.691676 0.792673 
3 0.689621 0.633890 0.628117 0.859796 0.691676 0.792673 
3 0.792193 0.675062 0.624726 0.695529 0.741364 0.708033 
3 0.682561 0.628953 0.633169 0.834449 0.679447 0.746809 
3 0.666007 0.613573 0.632392 0.791579 0.671111 0.716748 
3 0.667602 0.634652 0.612999 0.700892 0.651446 0.702477 
3 0.691245 0.642235 0.643720 0.808002 0.688910 0.740656 
3 0.682561 0.628953 0.633169 0.834449 0.679447 0.746809 
3 0.677719 0.619526 0.628082 0.839321 0.674761 0.743249 
3 0.694922 0.644837 0.649187 0.792192 0.693658 0.732018 
3 0.780898 0.705849 0.616646 0.707399 0.721958 0.742984 
3 0.661963 0.606350 0.630836 0.809296 0.671963 0.718922 
3 0.656616 0.575963 0.608917 0.794111 0.656532 0.701560 
3 0.643279 0.573182 0.616468 0.777644 0.665786 0.703183 
3 0.667805 0.630718 0.649796 0.797979 0.698074 0.749002 
3 0.663222 0.604437 0.621098 0.791169 0.682453 0.752046 
3 0.693612 0.634628 0.625477 0.855140 0.687196 0.787079 
3 0.672932 0.628000 0.631309 0.798836 0.694288 0.780165 
3 0.649524 0.574936 0.615455 0.798518 0.665667 0.706133 
3 0.644543 0.564270 0.610553 0.781841 0.660711 0.692739 
3 0.671489 0.607090 0.620022 0.818864 0.682304 0.758209 
3 0.653513 0.587959 0.620684 0.800240 0.663055 0.706156 
3 0.661963 0.606350 0.630836 0.809296 0.671963 0.718922 
3 0.653513 0.587959 0.620684 0.800240 0.663055 0.706156 
3 0.661892 0.587444 0.616429 0.831633 0.665650 0.718488 
3 0.659264 0.596756 0.625702 0.832319 0.675930 0.732293 
3 0.671489 0.607090 0.620022 0.818864 0.682304 0.758209 
3 0.656437 0.604842 0.632311 0.805686 0.681388 0.738532 
3 0.659264 0.596756 0.625702 0.832319 0.675930 0.732293 
3 0.638030 0.553567 0.606115 0.762626 0.656046 0.679207 
4 0.712547 0.554645 0.625552 0.623443 0.858831 0.604257 
4 0.718834 0.534199 0.626345 0.614781 0.857377 0.586999 
4 0.701190 0.513186 0.655594 0.612870 0.808712 0.570990 
4 0.703977 0.531612 0.659419 0.624433 0.908444 0.587633 
4 0.705086 0.549391 0.690745 0.646842 0.845320 0.605370 
4 0.788039 0.639719 0.632665 0.681674 0.763392 0.677198 
4 0.741768 0.586509 0.669668 0.672356 0.779041 0.636770 
4 0.723406 0.661186 0.656535 0.765372 0.722411 0.731773 
4 0.798565 0.613231 0.614195 0.649954 0.784700 0.648648 
4 0.816921 0.649115 0.609815 0.661649 0.768005 0.675421 
4 0.698336 0.535602 0.555860 0.576835 0.756587 0.577109 
4 0.740846 0.547149 0.597587 0.608172 0.806588 0.593631 
4 0.670417 0.524613 0.748353 0.634646 0.814421 0.584814 
4 0.689176 0.541744 0.627495 0.615165 0.840641 0.593831 
4 0.691452 0.530611 0.661242 0.622447 0.919568 0.587019 
4 0.709841 0.546287 0.576071 0.593067 0.786315 0.589361 
4 0.719090 0.566687 0.623872 0.629004 0.845507 0.614030 
4 0.709841 0.546287 0.576071 0.593067 0.786315 0.589361 
4 0.652998 0.479635 0.667011 0.588351 0.829054 0.542143 
4 0.678559 0.511787 0.664473 0.610474 0.903224 0.570636 
4 0.670673 0.496257 0.631698 0.591669 0.847441 0.555250 
4 0.704633 0.514771 0.627302 0.604132 0.836065 0.570631 
4 0.688886 0.512567 0.662570 0.612167 0.895972 0.571131 
4 0.686475 0.526094 0.733514 0.638105 0.799533 0.585553 
4 0.686330 0.510845 0.698011 0.619706 0.828509 0.570851 
4 0.674201 0.495519 0.664478 0.600574 0.859461 0.556164 
4 0.646818 0.466175 0.664234 0.579253 0.800870 0.529902 
4 0.715123 0.550152 0.686381 0.648123 0.822622 0.605556 
4 0.744364 0.671023 0.647530 0.730962 0.746471 0.727511 
4 0.698908 0.538821 0.694425 0.639443 0.853850 0.596003 
4 0.680983 0.541013 0.748789 0.654922 0.766548 0.599737 
4 0.739296 0.553830 0.644441 0.636954 0.775038 0.604779 
4 0.672538 0.532862 0.555977 0.573747 0.745275 0.575279 
4 0.625035 0.463665 0.710750 0.579507 0.777044 0.528542 
4 0.600163 0.449066 0.752762 0.568048 0.731098 0.515280 
4 0.628264 0.485438 0.601877 0.570402 0.747941 0.543757 
4 0.625670 0.469823 0.711074 0.583335 0.776258 0.534176 
4 0.627789 0.469097 0.773043 0.588298 0.774786 0.534073 
4 0.672481 0.542756 0.555392 0.576250 0.741382 0.582326 
4 0.635007 0.478031 0.667227 0.583973 0.790809 0.540698 
4 0.600163 0.449066 0.752762 0.568048 0.731098 0.515280 
4 0.603961 0.461353 0.701769 0.572247 0.733440 0.526107 
5 0.713898 0.697701 0.571224 0.661877 0.702359 0.778235 
5 0.727883 0.738178 0.575734 0.659548 0.715725 0.768530 
5 0.699676 0.673629 0.632603 0.751506 0.720168 0.806575 
5 0.693844 0.633808 0.622228 0.824215 0.681029 0.775183 
5 0.725266 0.675255 0.619260 0.768341 0.696189 0.813312 
5 0.732542 0.684707 0.623375 0.761897 0.701825 0.799015 
5 0.804490 0.788757 0.573273 0.660188 0.703814 0.752340 
5 0.724957 0.662791 0.596785 0.730535 0.686920 0.818379 
5 0.705766 0.655162 0.631713 0.811353 0.691342 0.779563 
5 0.723761 0.660021 0.651685 0.757286 0.712576 0.726404 
5 0.804490 0.788757 0.573273 0.660188 0.703814 0.752340 
5 0.804490 0.788757 0.573273 0.660188 0.703814 0.752340 
5 0.741857 0.694718 0.602025 0.723475 0.693662 0.811369 
5 0.764061 0.716865 0.610101 0.719195 0.709885 0.787126 
5 0.710411 0.649120 0.612596 0.780601 0.688682 0.817217 
5 0.725266 0.675255 0.619260 0.768341 0.696189 0.813312 
5 0.708857 0.692682 0.614243 0.715894 0.722614 0.814378 
5 0.758221 0.737002 0.599501 0.684929 0.736772 0.766581 
5 0.710964 0.711811 0.573651 0.658736 0.707980 0.770293 
5 0.712632 0.661186 0.601841 0.734386 0.700445 0.864960 
5 0.682016 0.622847 0.595973 0.721332 0.688465 0.778219 
5 0.715530 0.676487 0.605922 0.731279 0.708089 0.895225 
5 0.708016 0.659619 0.602328 0.732132 0.701230 0.857320 
5 0.700439 0.642656 0.598752 0.731463 0.694642 0.819292 
5 0.693844 0.633808 0.622228 0.824215 0.681029 0.775183 
5 0.724957 0.662791 0.596785 0.730535 0.686920 0.818379 
5 0.717683 0.662645 0.615177 0.772614 0.690650 0.816120 
5 0.693844 0.633808 0.622228 0.824215 0.681029 0.775183 
5 0.681925 0.650379 0.623742 0.749886 0.704844 0.809796 
5 0.694827 0.654401 0.603180 0.723836 0.701424 0.829383 
5 0.665642 0.639739 0.603273 0.700224 0.694510 0.774711 
5 0.694827 0.654401 0.603180 0.723836 0.701424 0.829383 
5 0.688086 0.683446 0.592102 0.677860 0.708892 0.780040 
5 0.652987 0.580643 0.611415 0.772004 0.671307 0.719007 
5 0.686603 0.679630 0.571404 0.654051 0.697950 0.756514 
5 0.684645 0.641398 0.618917 0.761841 0.699344 0.814383 
5 0.688468 0.638465 0.599565 0.723242 0.694819 0.803809 
