0 0.0000 0.5625 0.6897 0.0000 0.8889 0.5862 0.3529 0.6471 0.0000 
0 0.0000 0.3125 0.8276 0.0000 0.8148 0.6207 0.0000 0.8750 0.6818 
0 0.0000 0.0625 0.9655 0.0000 0.8148 0.6207 0.0000 0.6250 0.7727 
0 0.5556 0.4444 0.0000 0.5000 0.5000 0.0000 0.3529 0.6471 0.0000 
0 0.0000 0.0625 0.9655 0.5000 0.5000 0.0000 0.5882 0.4118 0.0000 
0 0.0000 0.0000 1.0000 0.0000 0.8889 0.5862 0.4471 0.5529 0.0000 
0 0.0000 0.0625 0.9655 0.1364 0.8636 0.0000 1.0000 0.0000 0.0000 
0 0.0000 0.3125 0.8276 0.0000 0.5185 0.7586 0.5882 0.4118 0.0000 
0 0.0000 0.3125 0.8276 0.2273 0.7727 0.0000 0.5882 0.4118 0.0000 
0 0.0000 0.0000 1.0000 0.3182 0.6818 0.0000 0.5882 0.4118 0.0000 
0 0.0000 0.0625 0.9655 0.0000 0.8148 0.6207 0.5882 0.4118 0.0000 
0 0.0000 0.0000 1.0000 0.3182 0.6818 0.0000 0.5882 0.4118 0.0000 
0 0.0000 0.0000 1.0000 0.1364 0.8636 0.0000 0.5882 0.4118 0.0000 
0 0.0000 0.5625 0.6897 0.0000 0.9630 0.5517 0.5882 0.4118 0.0000 
0 0.0000 0.0625 0.9655 0.5000 0.5000 0.0000 0.5882 0.4118 0.0000 
1 0.0000 0.3125 0.8276 0.5000 0.5000 0.0000 0.3529 0.6471 0.0000 
1 0.0000 0.0625 0.9655 0.5000 0.5000 0.0000 0.0000 0.8750 0.6818 
1 0.0000 0.0000 1.0000 0.5909 0.4091 0.0000 0.1176 0.8824 0.0000 
1 0.0000 0.0625 0.9655 0.6818 0.3182 0.0000 0.1176 0.8824 0.0000 
1 0.0000 0.0625 0.9655 0.5000 0.5000 0.0000 0.0000 1.0000 0.6364 
1 0.0000 0.3125 0.8276 0.5000 0.5000 0.0000 0.1176 0.8824 0.0000 
1 0.0000 0.0625 0.9655 0.5000 0.5000 0.0000 0.1176 0.8824 0.0000 
1 0.0000 0.3125 0.8276 0.5000 0.5000 0.0000 0.0000 0.8750 0.6818 
1 0.0000 0.0000 1.0000 0.5000 0.5000 0.0000 0.0000 0.8750 0.6818 
1 0.0000 0.0000 1.0000 0.5909 0.4091 0.0000 0.0000 0.8750 0.6818 
1 0.0000 0.0625 0.9655 0.5000 0.5000 0.0000 0.3529 0.6471 0.0000 
1 0.0000 0.0000 1.0000 0.3182 0.6818 0.0000 0.3529 0.6471 0.0000 
1 0.0000 0.0000 1.0000 0.5000 0.5000 0.0000 0.8235 0.1765 0.0000 
