94.74  41.67  92.11  77.42  68.29  51.52    72.99 
88.89  72.22  84.85  70.97  90.91  84.62    82.76 
82.35  50.00  100.00  100.00  57.78  43.59    70.11 
100.00  43.75  96.77  94.44  59.52  65.79    75.86 
93.33  63.16  96.43  96.97  76.19  67.57    81.61 
