  9   6   9  -1   3   8  -2   5  -4  -7     1 2 
  9  -6   4  -1   3   8   9  -2   5  -7     2 4 
  9  -6   4   1   8  -9  -2  -3  -5  -7     4 9 
  9   6   9  -1   3   8   2  -5  -4  -7     5 9 
  9  -6   4  -1   3   8   9   2  -5  -7     6 9 
